label,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20
?,421.7308,70.98398,47.242615,22.445225,9.14224,17.974749,-1.922228,19.718441,-5.9541087,15.887469,2.1721096,11.316947,0.5765089,4.438637,-6.84356,6.0458236,-8.865457,6.16785,-5.5056524,1.8123213
?,433.28302,74.0831,48.39917,21.8109,8.880494,19.251873,-5.0242596,16.820843,-6.5918894,18.877981,2.7178128,13.888258,0.7829789,5.209271,-7.1666365,6.3247046,-9.598424,5.769931,-7.2647095,2.6272771
?,422.62177,70.25323,49.61244,20.447514,4.41862,18.78597,-3.8685393,18.343714,-2.9984505,19.71442,-0.07103882,7.056034,-6.48621,0.32007694,-9.893274,9.0315695,-7.474103,5.681739,-5.858164,3.675827
?,429.34064,69.71158,45.14976,18.982828,7.2282352,23.320023,1.5514308,20.910225,-3.4480762,16.58436,-0.13313052,8.645772,-0.36747032,7.271557,-6.6030707,6.925065,-8.965367,6.6194468,-6.3770394,1.1455965
?,428.98077,68.5718,47.28604,23.967026,10.255574,20.300451,-0.52395236,19.132067,-7.0798173,18.456463,3.9484265,8.466156,-3.487117,3.9390128,-6.0640397,6.832322,-9.883653,7.7257385,-5.43111,2.4148128
?,418.15634,64.76987,45.229443,21.9218,10.309839,23.898016,0.7467572,18.995998,-6.009944,13.343731,0.9583882,10.178687,-2.1337485,3.6415403,-5.6932406,7.845028,-8.279853,5.94051,-7.1133895,3.2029612
?,428.12955,63.36319,46.637035,22.934677,8.348556,22.401842,1.1119647,20.137888,-7.849942,16.207838,-0.5764423,7.4964776,-1.4721538,7.031724,-7.024859,7.3839917,-9.202103,7.351131,-6.918238,3.4127843
?,422.60648,68.866714,48.96918,21.208588,5.888555,18.304966,-2.7866797,22.009409,-3.9923713,15.022025,0.6599488,9.11212,-1.7546517,6.4339623,-4.899242,8.664104,-8.809254,4.6409345,-4.391186,3.9740746
?,430.7655,71.65593,41.384926,13.335126,2.286199,19.79296,-0.59244543,20.93775,-5.1940317,15.164347,-0.35831353,8.12799,-3.3339221,5.8660383,-5.284692,7.3036504,-9.304503,4.8714657,-7.8142505,3.1472015
?,436.57373,72.63196,50.56694,24.763678,8.474547,19.390299,-3.0560439,19.801628,-4.4264016,17.652494,0.44834566,7.1906476,-1.4821712,7.485717,-5.0728455,4.7246203,-11.3409815,5.2517657,-6.4058266,2.762168
?,423.53113,69.21445,48.664238,24.688202,8.447539,18.653368,-2.6443164,19.480124,-2.3609712,18.355116,0.23994415,9.046409,-2.8781471,0.08868336,-7.782901,8.669665,-6.373641,7.9152684,-3.4708033,5.468954
?,431.11063,68.979,46.663254,21.694647,7.138008,18.519712,-3.5293365,17.004099,-4.629008,17.940403,-0.6040468,7.203235,-3.0953164,3.1754196,-7.413597,6.834081,-8.344939,7.718118,-6.2371354,3.5179658
?,426.4642,72.43443,50.445435,21.255795,9.286698,20.96296,-2.7269268,20.471664,-4.138247,15.149022,1.5436182,8.98932,-2.613865,3.8486676,-6.415031,6.751096,-6.9832067,6.507859,-5.2472587,5.0113945
?,431.6239,75.46678,51.168915,22.470457,6.9978876,15.479781,-3.5167017,20.409922,-3.7874253,15.093171,1.0250616,7.852479,-2.2163985,4.3227777,-5.435207,8.481926,-8.608159,3.9136837,-8.57547,3.808089
?,459.92853,88.35832,36.441822,8.279178,5.9785514,20.446669,-5.466737,17.969814,-5.5707607,16.04603,2.8129125,12.719228,0.91345656,4.20806,-8.701143,5.6991525,-7.5487547,5.1722517,-7.015503,5.5843153
?,444.2359,81.58761,43.404644,5.5110035,-1.0176473,24.621916,5.8172545,26.156534,-2.7595508,14.978915,-4.1847835,5.32404,-0.0698326,9.9996195,-3.738397,5.9420714,-13.813828,1.7260599,-8.010811,4.902712
?,435.33292,70.78497,43.264927,18.194109,9.311228,21.344719,-4.1810427,18.352015,-4.9109197,18.377491,1.0078356,8.711591,-2.632454,6.104252,-8.112364,5.4016376,-8.187163,7.492676,-8.051756,0.5569466
?,419.04956,65.93052,50.232822,23.630667,9.956426,24.897943,-2.2879896,16.475405,-4.9812837,16.700584,1.6540318,12.07705,0.15161581,4.071714,-7.2774,10.233657,-8.652817,5.3972344,-6.5513673,1.0805562
?,425.9584,72.267334,50.942207,23.67842,6.943212,19.974314,-2.0421524,17.919699,-5.735958,17.810083,0.32434383,6.6268425,-2.0377424,6.1903663,-7.231468,4.580139,-7.787707,6.3795853,-7.3986206,3.6985695
?,426.36438,74.85627,45.669567,16.018545,-2.069166,16.033497,-2.9515924,18.09964,-7.034269,13.536833,-2.6853976,6.515121,-3.6575398,5.8342366,-5.592455,6.6985483,-12.434996,2.9447799,-6.894689,4.65924
?,417.33383,69.95815,50.492645,23.695795,7.6417274,21.524658,-2.482362,17.090267,-5.830268,15.354895,-0.35882065,10.372007,-2.2882059,4.358219,-5.8719954,6.9940534,-9.936924,4.8246365,-6.319242,4.0030127
?,417.1923,74.24077,49.794353,22.489113,4.388873,16.023024,-3.017242,18.508516,-6.415917,15.388413,1.6995347,8.943293,-1.8285501,4.2437277,-5.1533027,9.877183,-7.7700477,6.030433,-5.8124366,1.7778084
?,427.30142,72.915665,48.469063,21.119951,6.407501,20.175602,-1.5776433,19.326914,-5.751442,13.380057,-1.4171865,9.782076,-1.6444646,2.7412016,-9.6051035,6.3595986,-9.94507,4.735985,-6.7015147,1.7727002
?,420.5435,67.582466,50.195194,23.481339,5.688821,18.380384,-3.285283,18.568804,-4.156897,15.355984,-1.9377564,7.776805,-3.1841197,3.769567,-4.2644887,6.914653,-10.604233,3.9743571,-8.805502,4.032163
?,425.9402,72.45663,50.48466,22.866682,8.265132,16.375576,-5.7133946,15.594478,-3.934691,18.230742,0.4958816,6.5272727,-3.7404952,3.3781223,-7.517521,4.79756,-9.088232,4.7741294,-6.3758736,2.2498646
?,429.0633,73.368546,49.685295,23.088476,6.899153,16.984133,-2.465119,20.807291,-3.1051617,17.831852,2.315501,9.099821,-1.754988,5.4069743,-4.9415884,5.662209,-8.2385025,9.454214,-1.9606394,5.4793997
?,420.75818,69.95974,45.63747,21.029598,5.6020484,17.377567,-5.4213977,17.643803,-7.6382318,14.654584,-1.5811888,8.545498,-1.1877389,4.790479,-4.8605523,10.124297,-6.074724,7.6756363,-8.452911,-1.6025227
?,429.24057,70.50604,46.332024,22.156479,5.2756157,14.400816,-3.1397204,22.128525,-2.236472,16.980303,-1.6681907,7.283033,-2.7196054,6.0823507,-3.0887265,7.542686,-9.188855,5.74985,-6.384634,2.0960453
?,425.1761,74.02741,47.64136,19.026075,4.4906244,19.063332,0.743285,21.221594,-5.758176,15.670992,-1.6652824,6.6342545,-1.1754777,6.687456,-4.458015,7.47484,-9.946649,5.526877,-3.8903208,4.4783163
?,436.51285,72.78887,44.589382,14.778544,3.7709177,20.12335,1.2361041,20.734491,-5.5243816,15.665455,-1.407079,7.927953,3.0736594,9.375745,-6.9936223,4.1400805,-11.824331,3.1443436,-6.91745,4.626188
?,439.42398,71.41573,50.556618,22.69862,9.652008,19.4441,-7.9020615,14.40219,-8.314174,17.325775,2.4876626,11.603219,-0.84198666,4.6076746,-8.7573395,4.0365148,-7.7503643,8.387863,-5.4790373,4.574923
?,437.73404,70.83817,44.770004,18.747885,8.735151,21.031471,1.1312141,21.139784,-3.980592,16.371517,1.9191083,12.678414,1.0050571,6.2928762,-5.906637,6.766181,-7.5244823,9.839479,-2.642543,4.997034
?,432.61578,79.41154,45.612915,11.190093,0.85166794,17.025278,-2.0533423,17.304235,-5.8938966,16.997726,2.9777246,8.264683,-0.49699187,5.0876694,-6.237193,6.711707,-8.383394,5.473667,-7.4446745,1.2683052
?,437.75433,72.87025,49.60588,19.85392,6.6586795,20.264091,-2.8287914,19.438328,-4.4273443,15.299074,-3.1238456,7.7132697,0.06652632,6.1276793,-5.3862414,3.9394178,-8.509731,8.713322,-5.973149,3.7906294
?,429.03638,71.938446,47.289238,15.25898,6.0321403,21.545303,0.184987,23.254215,-2.643849,16.749685,1.4051878,9.980023,-1.4771143,5.9412956,-5.6085052,7.314564,-8.331548,7.4187098,-5.6767917,4.7630076
?,397.3358,65.51394,43.66736,18.960777,6.557024,20.336798,1.0797194,20.335209,-1.8127772,16.152153,-0.8472115,5.6323853,-5.1981564,1.4693853,-6.506599,7.1440687,-6.542235,6.810461,-5.366723,2.368708
?,423.48816,78.67479,41.701195,18.014143,9.126433,25.252996,-3.4422011,14.96744,-3.0855312,19.784018,-0.6509413,6.0720367,-5.1529694,8.833152,-1.534114,4.725722,-13.940877,6.114981,-4.2569423,3.5632157
?,430.2167,75.48549,49.046986,25.560781,8.647758,18.69282,1.6703264,17.084309,-4.587934,19.316444,5.236524,10.414012,-3.2610683,1.40749,-4.675576,5.079469,-12.359352,4.0780635,-7.6882806,-0.46666777
?,417.33255,71.55699,46.308327,25.930582,10.692864,19.42027,0.39816937,17.903954,-6.127035,15.903356,1.6228741,9.911303,-0.72819436,2.744791,-6.0867834,5.6843414,-9.484857,4.478924,-8.704915,-0.016430208
?,416.0214,73.656525,45.289165,21.239372,6.582684,18.10096,0.09448175,18.42814,-6.1495023,15.629594,1.3482946,6.3521137,-4.4460254,-1.4936736,-8.00376,6.558813,-8.618417,5.547585,-6.4947324,0.9174095
?,418.8325,73.56786,48.706593,25.646553,9.331863,19.570076,0.16838174,18.035097,-3.1736472,19.156794,4.7705474,10.44035,-1.5037872,0.8404074,-6.6410418,6.1988935,-6.23891,9.791977,-3.9338217,0.49565867
?,443.03482,76.92907,47.199303,23.122604,7.5248666,18.050892,1.4241341,22.565989,-4.6253295,17.021942,0.8364239,8.165294,-0.6451036,1.801176,-9.884069,3.6700118,-9.376928,6.7004523,-6.233534,1.4102921
?,444.18695,76.845764,49.269226,25.232496,9.065772,17.24841,-2.4363163,17.270983,-5.8548803,18.76672,3.9505005,8.342992,-0.6952379,6.020421,-6.851652,3.4617803,-9.946812,4.2828727,-6.5333633,5.605667
?,438.0463,66.88428,46.70932,23.480673,8.103043,19.189434,-2.3058891,16.015026,-6.8535333,17.676111,2.0216644,7.6253896,-6.7150717,0.22876221,-7.6416965,5.700486,-10.006566,6.6780367,-7.096226,1.6126626
?,438.20468,65.591606,49.30029,25.130068,8.108999,19.94679,-3.3030205,15.087515,-4.7844205,19.7576,3.9818056,10.017918,-6.8341627,0.7790348,-7.0921326,7.108987,-9.085178,5.449498,-6.0363207,5.5611997
?,440.15887,69.50116,51.668922,24.096632,5.507867,18.47899,1.333313,20.192284,-5.556197,17.85418,2.8870606,10.17829,-2.203651,0.15595946,-11.707921,3.856079,-8.436503,8.197365,-6.4573426,1.3634247
?,445.35638,71.32531,44.76749,18.458105,8.121192,15.914674,-0.7135551,19.3847,-2.8703887,16.920746,4.5740056,8.123151,-2.722875,-0.98858947,-7.2676344,5.903093,-6.9464297,6.105621,-3.131498,2.3762786
?,433.15216,69.74063,48.6583,18.439362,6.888619,18.538298,-1.9062263,20.046087,-5.017936,14.342207,2.468618,11.530342,2.0279498,3.0636857,-6.8025618,7.3260517,-7.7764263,4.661712,-5.933666,2.9138556
?,435.53824,70.92933,47.682396,20.926548,11.219263,20.199991,-4.255221,16.025627,-7.228429,15.433506,1.303995,9.801695,1.0423007,5.1447096,-8.45484,3.4043963,-10.058887,6.5274496,-6.0093045,-0.44832572
?,445.26035,73.5066,49.9246,23.112932,8.485393,19.173456,-3.9603057,20.101835,-4.6351123,15.138726,-0.15338096,7.474498,-4.8052955,2.855415,-11.405703,-0.13584991,-9.113603,10.338284,-5.538378,0.74850374
?,431.88138,72.14349,46.503304,19.817122,5.547065,16.739779,-0.4149688,19.976671,-5.863642,16.725668,1.5844432,6.4386234,-5.392065,-0.013720036,-8.705656,6.178636,-9.301341,5.470281,-6.7342005,0.694536
?,436.1531,71.29906,50.563538,24.180614,6.946776,19.93252,-0.117776774,16.497005,-8.032985,19.039183,5.0509233,11.486622,-0.6050197,2.7264311,-5.997562,5.7683554,-12.914747,3.32068,-4.2023444,5.102581
?,434.27667,68.84709,50.057117,25.674881,9.137604,17.775452,-2.653374,19.148176,-3.5502515,17.326145,3.9422314,6.960341,-2.4509568,4.790469,-5.6693993,5.311671,-7.894478,3.3516362,-6.413427,4.3366
?,432.2748,72.046326,51.62798,25.560781,11.105173,20.939274,-0.7740861,20.04874,-4.9463334,15.305163,3.514555,10.555883,-2.0899372,1.2763141,-9.769161,4.0409513,-7.544253,5.088342,-7.2797265,1.5112939
?,432.65366,69.926994,50.603794,25.756302,8.419909,19.648716,-1.5856369,18.721348,-2.9502082,19.419483,2.8141422,7.51495,-3.7970524,1.7379348,-10.43048,4.229696,-8.505571,6.4820747,-6.0245614,2.4399877
?,418.8608,68.35511,46.43389,19.620134,8.233608,21.452946,2.0967662,20.705462,-2.8666577,18.22567,2.9922411,8.605077,0.89338464,7.759654,-7.421679,3.6305673,-8.255318,6.2069616,-6.7265425,0.27044466
?,438.00406,77.60658,41.28832,16.033442,8.456081,19.742191,-3.0630894,17.346943,-7.9640617,13.297185,3.1541212,10.866191,-1.3737407,2.5910037,-7.496014,2.7061977,-11.519214,3.936556,-6.063597,1.3242406
?,437.5733,63.243904,47.418015,27.371475,9.500321,20.534348,-0.8926525,17.84788,-6.4744267,15.720501,1.1684698,9.775887,-2.259339,3.9274967,-6.168581,7.47754,-10.112777,5.877643,-6.128267,0.8212065
?,438.352,69.95362,48.36782,26.452196,9.562549,20.424908,-1.9195025,16.312801,-7.8546386,15.721795,2.5812278,11.417431,-2.7300358,-0.6953904,-8.477725,3.5090868,-12.62205,4.8311343,-7.030039,3.1962874
?,430.92694,75.1611,49.675827,22.240612,8.953557,19.696934,-0.66621125,16.662783,-7.6069727,13.060894,0.39314792,8.338045,-2.0765684,3.9970226,-5.4145584,5.8636975,-10.162761,5.549581,-5.9755554,0.45964146
?,439.254,71.7045,48.182552,20.015127,8.242823,20.126865,-0.980972,18.841402,-5.2362742,17.95351,1.6933004,7.800733,-1.9281676,4.9989676,-5.9822845,8.392352,-6.721906,5.840575,-6.890357,2.2570536
?,432.9336,66.675804,45.142254,23.470505,11.137945,21.59935,0.3778635,18.97311,-4.7799673,17.577978,-0.32384276,7.5576034,-0.96349335,4.314721,-5.9452467,5.7723813,-10.252279,4.831472,-5.7216926,1.779376
?,438.21698,69.335075,49.183628,24.708054,4.886444,16.01122,-1.5989072,16.85939,-8.811989,16.819475,3.6650045,8.4284525,-3.285123,2.4258716,-9.82145,6.7987843,-6.462356,7.601992,-4.450028,3.3196924
?,421.41428,67.09264,49.44071,21.532097,6.1065087,19.772814,-1.020183,19.078783,-3.0757732,16.763353,4.1328077,6.869846,-7.1600327,-0.32726026,-6.591083,5.8322935,-5.069086,7.441457,-3.7604754,2.1441748
?,431.6604,69.93494,46.80233,18.36332,4.630518,20.598455,1.7821903,19.74005,-7.4262133,13.175709,1.279566,10.276081,-2.4249187,1.9768709,-7.626994,7.374268,-7.7269363,4.6872835,-6.55088,2.9548035
?,447.38113,77.85933,50.431,23.633698,9.532585,21.717472,1.4006989,20.965082,-5.9694824,17.929136,2.731596,9.588396,-2.9648452,4.678842,-6.8544297,5.488653,-9.257591,4.208641,-9.487556,1.8826559
?,426.71582,72.18884,53.79993,23.612436,6.572369,20.005754,-0.5329945,19.343363,-3.4544616,15.509859,-2.0383437,7.054126,-2.9134376,2.954421,-8.010155,6.260752,-10.267074,3.2327528,-9.527099,0.1015483
?,426.27707,69.45648,49.49706,22.611038,9.802657,20.198727,-1.125934,18.65624,-3.052427,18.101948,3.1034708,6.7056265,-4.369689,2.5456402,-6.0300183,4.8650365,-9.316127,6.6031404,-4.3101726,2.1713946
?,441.68652,68.34957,41.89475,25.339378,14.197244,21.0612,-2.6427624,17.140743,-6.412998,21.00347,3.52675,5.521941,-3.5904903,4.2300353,-7.149869,9.118991,-8.295889,4.8100834,-6.265414,3.9696794
?,466.75534,62.69733,23.903885,22.335081,18.415775,20.957212,-6.106916,16.052782,-4.1858835,19.258995,-1.1017666,5.302178,-1.8092422,5.316224,-10.570258,6.3212733,-6.685526,8.141659,-8.031679,1.0949082
?,430.49173,67.73533,46.398132,21.941208,8.690039,22.121273,-0.6603599,20.331186,-5.399669,17.330917,1.6978482,9.470492,-1.4773335,3.322942,-8.555916,6.5423527,-9.293156,5.4868345,-6.434138,1.0137053
?,427.38055,70.9891,50.742714,22.867876,9.362081,18.896313,-2.5186815,20.529514,-3.1421726,18.71275,2.8013492,7.268729,-4.805465,5.540093,-3.685935,8.235784,-7.0935044,6.0027347,-7.69815,1.6148486
?,420.67773,68.44828,49.521275,21.558775,5.776521,16.201399,-2.4696589,18.249487,-4.662708,16.772387,1.4344094,6.0047503,-3.2623305,3.9902825,-6.481561,7.206329,-5.8066688,6.669502,-6.045464,3.2736542
?,424.31705,68.43465,51.904217,24.549353,9.882173,20.753777,-0.11045647,19.456951,-5.0435996,16.967121,4.148764,9.404404,-1.067976,3.2213838,-7.206456,5.4512744,-8.122198,5.9784846,-5.38915,0.8062888
?,427.48596,69.61595,44.898224,19.784721,9.579765,18.680672,-4.0050116,16.283789,-7.3864107,15.995813,3.0095258,9.412635,-0.9777872,3.4814305,-7.345196,3.2096674,-10.932539,3.5892694,-9.0000105,-0.11055036
?,451.42017,75.11758,32.999397,11.228315,10.206426,21.607693,-1.625418,18.141987,-12.414363,10.111158,-1.501442,7.1516685,1.3220329,9.500504,-8.928053,1.8001461,-12.553497,5.002145,-4.743375,2.281323
?,438.63562,79.72632,49.539448,11.939903,-0.5719499,12.34804,-8.548364,15.160915,-7.643339,12.085951,-2.895785,4.068285,-3.380502,4.527082,-5.860989,7.957463,-8.070472,5.535012,-3.5064664,3.878252
?,438.0081,81.81647,49.360817,20.788443,9.960604,20.85854,0.23014946,20.14846,-7.9380255,6.0109315,-2.9138172,5.3228345,-2.0590942,5.3832827,-3.6892982,6.15161,-8.673066,7.631806,-2.285472,3.3613758
?,415.6247,74.178185,45.022324,19.80937,11.196208,21.915573,1.0218084,17.687532,-5.8360868,13.997233,2.9366114,6.4953985,-1.9201386,1.5681087,-5.1067505,9.580762,-4.07531,6.2065206,-2.1587038,5.742169
?,417.22037,74.50115,52.481136,21.826593,12.604263,24.390045,4.4867544,21.344051,-1.8746164,14.449873,3.371042,5.1051307,-3.4621315,1.5553131,-4.3287244,7.25209,-3.650473,7.9834037,-2.6263804,2.8979907
?,432.34222,79.381805,47.971268,20.678291,9.540896,20.110344,-1.065263,17.733658,-4.01307,14.515516,2.201742,6.119811,-1.5541416,2.0338855,-6.0024796,7.7590165,-6.2326717,6.149086,-4.1286907,3.3960583
?,426.05664,75.93935,46.70061,20.364346,12.625467,22.147724,-0.66710824,20.25893,-4.556187,12.188702,2.2244616,6.9349613,-2.8620822,2.9997957,-5.3949842,3.8644614,-7.8203945,7.0227704,-2.3524616,4.148808
?,428.09296,74.37075,45.85631,20.82278,9.294498,20.859627,3.1354284,16.254944,-5.275541,13.963605,3.558319,7.1660576,1.1929275,3.1373541,-5.7720437,7.2080107,-5.545754,4.044221,-3.6682236,2.0027163
?,448.43896,76.70386,39.958767,19.474092,12.58762,23.336807,6.0135946,22.185219,-7.2793803,7.6379147,-0.3565044,8.603369,0.5094142,4.575325,-4.3487678,6.099812,-8.784805,4.3228507,-4.120737,3.2674031
?,426.9303,72.45223,45.13862,16.728788,8.060408,21.84338,-0.43189645,21.736961,-3.4281185,10.892431,-0.8175534,3.068448,-4.39401,3.0676048,-4.595606,8.21748,-4.8531833,7.1330466,-5.374001,0.74438995
?,418.1092,72.02489,51.08368,18.396935,8.821552,21.447605,2.1930554,20.260965,-6.7445173,12.181706,3.8188457,7.5122414,-4.0980873,-0.19649264,-8.961576,5.5444856,-6.6127124,7.421188,-3.1206796,3.1217968
?,431.5226,74.24227,47.23523,16.110931,9.168081,22.48339,4.155364,20.726494,-7.4566,8.864248,1.849358,8.871622,1.2341576,4.6293187,-2.407467,8.014445,-3.8558908,10.037816,-2.6867967,1.687022
?,422.6467,71.805,52.277912,24.832096,12.401938,19.349703,-1.4687538,19.045649,-3.2546048,15.229182,2.994607,4.030557,-3.6452155,2.4139137,-6.442811,7.4933715,-7.196144,5.4317336,-4.3625693,1.5517715
?,420.791,68.22843,48.0346,23.446644,9.460056,22.289852,2.462383,20.355873,-2.394263,15.131722,2.217888,6.523181,-3.52536,3.4365284,-4.5709987,5.9527154,-7.483448,5.2398114,-6.1485906,1.1830829
?,428.35727,74.73135,47.235783,23.150333,12.159985,22.464336,1.8939859,19.865334,-4.543719,14.04781,3.3123057,8.940221,1.6388072,6.3908277,-4.4061513,10.031332,-2.253263,7.381787,-4.6546946,2.74992
?,422.7999,76.74811,49.311367,20.333555,11.450894,19.140676,0.28350037,20.564089,-2.345964,15.194085,4.66775,5.3199697,-3.3309357,2.2136755,-5.142559,5.390187,-4.5114584,6.2875767,-4.994569,-0.5390489
?,429.4712,78.13804,48.11084,20.451061,13.368858,22.808563,0.046737574,17.035324,-4.591544,11.025413,1.6606629,5.0927286,-3.1728122,0.7045633,-6.1641665,3.6604583,-6.547719,4.5867434,-5.743161,-0.121900514
?,414.78302,70.090744,48.742416,21.680227,9.282097,21.141413,1.0678127,20.959833,-4.19405,13.237046,1.9226147,8.358165,-1.7516445,3.0532143,-3.8370707,10.068454,-4.4847727,7.441576,-4.0182242,2.5951705
?,430.98776,78.72915,43.17421,16.19538,10.309505,21.027481,2.2011564,20.776081,-4.7864676,13.618822,0.84792346,5.7286444,1.2549614,8.659805,-5.3452044,2.051504,-6.8859262,9.647153,-4.0715613,-0.224645
?,426.8141,74.79362,49.455868,24.062874,12.044941,20.505426,0.2443103,20.086721,-5.610983,10.582971,0.82502615,5.218898,-5.064375,-0.34860894,-7.621993,5.277061,-3.1872473,9.2363205,-4.0814514,2.2858381
?,422.64093,70.103485,45.86202,23.134918,11.3798,22.705137,2.5510292,21.084227,-3.6255238,13.328142,1.8349576,5.2838635,-4.3323474,4.030276,-4.033997,6.8245525,-5.160044,7.5167108,-4.8074417,0.9833051
?,425.4708,69.67198,42.427975,20.70964,15.913452,23.1376,-1.2505335,18.46102,-0.10702063,16.366093,1.3709413,6.5368776,-4.5484405,-0.71949816,-7.0056224,8.940039,-3.2214198,6.923121,-6.366578,1.2684702
?,430.32187,72.9453,44.0907,24.633871,13.843493,20.901112,-1.6040952,18.28736,-4.197717,13.455234,-1.0237843,6.407341,-0.22552304,7.3788266,-6.3181953,4.869867,-8.01661,7.470977,-6.850308,1.7099104
?,413.28705,73.33379,48.141132,22.212536,11.319768,20.363834,-0.9080039,19.221731,-6.244911,13.452835,2.4339662,5.870862,-2.679942,2.2436187,-5.3597918,8.668582,-5.333563,8.121637,-4.338044,3.3569336
?,412.43475,71.09856,48.539574,21.008575,8.787138,21.645885,1.7146218,19.915731,-5.5277185,14.981893,1.4393126,5.964175,-3.3668447,1.5730932,-5.8333154,6.054035,-6.4034357,9.779378,-3.9488525,1.0499556
?,419.82584,71.11108,47.298267,20.75249,9.8888445,19.412174,0.42753187,16.568026,-4.1019406,13.375894,1.3193388,2.9748917,-2.6721227,3.1075027,-4.79499,6.6573143,-4.0560966,7.0374427,-3.6411219,2.5634086
?,415.43637,69.63801,47.51393,20.897062,10.278359,21.539207,2.7373874,21.65864,-2.0142868,14.458717,0.7508764,4.4378853,-4.785593,1.291483,-5.7624373,6.4049754,-4.69107,9.505627,-2.4383068,1.412939
?,418.4095,71.54714,48.62257,24.489864,13.454469,22.810408,-0.31836963,20.086945,-4.786517,10.977117,-1.0742072,6.483503,-0.6029212,4.5198884,-4.754214,8.029754,-5.4703813,7.525646,-2.7772343,6.759432
?,411.50232,70.677605,48.04519,21.320026,11.201425,23.408583,1.4851795,21.29135,-2.4045644,12.999523,-1.092851,6.816233,-3.8912,1.3754208,-5.877818,6.420751,-7.5788198,4.9458375,-6.359594,2.269503
?,415.93893,75.842735,49.55506,18.559597,11.177226,21.910408,3.1041362,21.320206,-2.8454237,12.128578,1.0156189,6.054351,-2.936304,1.489666,-5.150285,4.2059503,-10.074268,3.0340378,-4.057516,5.5827928
?,422.63974,72.34392,47.019833,24.01867,12.350749,19.951868,0.77473134,18.954807,-6.2463436,14.68978,6.318064,7.724993,-3.463209,0.7270311,-8.370457,6.9779787,-3.6304207,7.0076942,-5.025947,0.8767539
?,413.7181,70.44704,46.804413,20.838835,10.836973,21.185816,0.1300902,21.386932,-3.6996033,13.152075,1.3530604,7.347949,-4.1699305,1.0257614,-6.9139543,7.1722655,-7.155121,7.8514357,-4.3464065,1.042201
?,412.73322,73.87453,45.154114,18.685991,11.264756,25.040358,2.7430427,23.652182,-1.9322492,12.339405,-1.4978619,3.7764118,-3.77037,3.1930242,-5.559334,7.524547,-6.6217117,6.3395,-4.7875137,1.4958067
?,422.80734,75.79328,53.16455,23.800339,8.603588,20.438684,-1.3626415,17.600536,-5.083395,13.297605,0.85872257,7.503293,-0.823995,5.982954,-3.2682092,8.50942,-4.5302243,8.468619,-4.81908,2.23201
?,441.3745,88.263535,51.119385,21.374437,8.948239,13.5756645,-9.864846,12.629676,-11.196787,6.9787717,-2.5752032,4.9828935,-6.0902247,1.7242085,-3.493499,9.704195,-7.3327084,6.5839524,-5.7681513,0.7290359
?,423.58084,69.50066,42.142277,19.716114,11.8612795,23.252165,0.90966743,24.35322,-3.0781093,9.406126,-3.5026324,6.065027,-3.2088325,1.623857,-3.206677,12.505891,-6.211769,4.1437573,-7.954603,2.9139452
?,421.10913,75.59449,49.020515,23.200266,13.635972,21.940493,-0.60155004,22.314896,-2.08096,14.853254,1.016063,6.767035,-4.642122,0.5683253,-6.812453,9.1362915,-3.6578882,7.152985,-4.1186943,3.867937
?,413.5287,70.16361,45.649414,20.16881,10.847804,24.771427,2.2206237,21.825539,-4.115789,12.503626,-1.477456,8.072779,-0.504028,4.541647,-5.0938973,8.356597,-5.61693,6.4904156,-5.259414,4.0724154
?,422.14267,70.158714,37.08571,13.9898205,8.843003,23.95145,0.5818126,17.305649,-6.60338,13.867578,1.7681036,10.502621,0.8937038,5.1497946,-7.4242435,6.9233294,-5.5677395,8.171378,-8.71395,-1.8632908
?,438.2661,83.40129,41.4873,15.645567,11.393049,24.83171,3.3220353,22.821075,-2.3985057,13.351875,1.6514125,7.2831616,-0.9693776,5.9123254,-3.1959608,6.5319767,-5.894779,7.5973554,-5.3837023,-0.638516
?,442.9189,83.86055,46.85167,15.139572,10.642014,22.286524,-3.1265514,20.620907,-1.005706,13.134126,-0.06498492,11.237278,5.445274,7.7826467,-4.766895,8.187705,-4.2631707,4.595204,-7.9244614,4.0473404
?,422.9485,73.80012,49.480892,17.734982,10.816086,24.89254,3.4036303,24.503687,-2.2906032,13.717281,1.8173624,8.93851,-0.22498883,4.7198887,-5.089339,6.1483765,-9.716292,4.3459144,-3.5834825,4.2220807
?,418.09793,72.887535,52.215042,22.331781,10.780122,24.432663,0.43754768,20.967245,-3.9319758,12.556276,-0.80523366,6.6376,-1.7100112,4.5954957,-4.5915747,8.984711,-4.1231422,8.495257,-5.084613,1.5579803
?,408.39868,70.22366,41.98273,15.879732,7.3435445,21.206043,1.7468193,18.428732,-4.718695,13.727337,0.5251011,4.1854362,-4.196053,2.2670496,-5.144846,6.129116,-6.320947,7.6711416,-3.8043616,1.9862189
?,441.31955,77.62153,38.890053,21.387947,8.588249,21.545963,5.2606707,21.791456,0.953824,20.605595,1.4470456,5.909918,-1.5765771,-0.5764555,-7.9125204,5.1070347,-5.2495975,6.5835524,-5.318668,-1.0212593
?,436.4134,79.72594,32.275337,9.190006,8.272871,23.114521,7.155399,22.845158,1.6346573,15.207221,-0.7742867,6.2194214,1.1115708,0.46706703,-8.04197,3.2197196,-4.594179,6.0897837,-1.9438646,3.1817145
